stack,attack_mode,perturbation_budget,force_escalation_fraction,load_multiplier,total_arrival_rate_per_s,expensive_service_rate_per_s,escalated_arrival_rate_per_s,expensive_utilization,strategy,queue_stable,resource_bound_preserved,fail_closed_safety_semantics_preserved,ordinary_response_fraction,defer_reject_fraction,expensive_bypass_fraction
rule_compact_to_qwen,synthetic_route_pressure,0.01,0.28927089508002374,2.0,3.2191916978514015,0.6762076224825601,0.9312184638716562,1.0,fail_closed_defer_reject,True,True,True,0.920784201338709,0.079215798661291,0.0
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,0.5,0.8047979244628504,0.6762076224825601,0.3439592789198074,0.50865927487926,fail_open_budget_cap,True,True,True,1.0,0.0,0.0
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,0.5,0.8047979244628504,0.6762076224825601,0.3439592789198074,0.50865927487926,fail_closed_no_admission,True,True,True,1.0,0.0,0.0
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,0.5,0.8047979244628504,0.6762076224825601,0.3439592789198074,0.50865927487926,fail_closed_defer_reject,True,True,True,1.0,0.0,0.0
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,1.0,1.6095958489257007,0.6762076224825601,0.6879185578396148,1.01731854975852,fail_open_budget_cap,True,True,False,1.0,0.0,0.007275699278717062
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,1.0,1.6095958489257007,0.6762076224825601,0.6879185578396148,1.01731854975852,fail_closed_no_admission,False,False,True,1.0,0.0,0.0
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,1.0,1.6095958489257007,0.6762076224825601,0.6879185578396148,1.0,fail_closed_defer_reject,True,True,True,0.9927243007212829,0.007275699278717062,0.0
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,1.25,2.011994811157126,0.6762076224825601,0.8598981972995186,1.2716481871981502,fail_open_budget_cap,True,True,False,1.0,0.0,0.0912977378462102
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,1.25,2.011994811157126,0.6762076224825601,0.8598981972995186,1.2716481871981502,fail_closed_no_admission,False,False,True,1.0,0.0,0.0
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,1.25,2.011994811157126,0.6762076224825601,0.8598981972995186,1.0,fail_closed_defer_reject,True,True,True,0.9087022621537898,0.0912977378462102,0.0
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,1.5,2.414393773388551,0.6762076224825601,1.0318778367594221,1.52597782463778,fail_open_budget_cap,True,True,False,1.0,0.0,0.14731243022453888
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,1.5,2.414393773388551,0.6762076224825601,1.0318778367594221,1.52597782463778,fail_closed_no_admission,False,False,True,1.0,0.0,0.0
rule_compact_to_qwen,synthetic_route_pressure,0.05,0.42738589211618255,1.5,2.414393773388551,0.6762076224825601,1.0318778367594221,1.0,fail_closed_defer_reject,True,True,True,0.8526875697754611,0.14731243022453888,0.0
